filepath,filename,Image DateTime,EXIF DateTimeOriginal,EXIF DateTimeDigitized,Date Taken
IMG_1620.JPG,IMG_1620.JPG,2006:09:20 13:24:21,2006:09:20 13:24:21,2006:09:20 13:24:21,2006-09-20 13:24:21
IMG_1621.JPG,IMG_1621.JPG,2006:09:20 13:24:23,2006:09:20 13:24:23,2006:09:20 13:24:23,2006-09-20 13:24:23
IMG_1622.JPG,IMG_1622.JPG,2006:09:20 13:46:36,2006:09:20 13:46:36,2006:09:20 13:46:36,2006-09-20 13:46:36
IMG_1623.JPG,IMG_1623.JPG,2006:09:20 13:46:48,2006:09:20 13:46:48,2006:09:20 13:46:48,2006-09-20 13:46:48
IMG_1624.JPG,IMG_1624.JPG,2006:09:20 13:47:07,2006:09:20 13:47:07,2006:09:20 13:47:07,2006-09-20 13:47:07
IMG_1625.JPG,IMG_1625.JPG,2006:09:20 13:47:27,2006:09:20 13:47:27,2006:09:20 13:47:27,2006-09-20 13:47:27
IMG_1626.JPG,IMG_1626.JPG,2006:09:20 13:47:49,2006:09:20 13:47:49,2006:09:20 13:47:49,2006-09-20 13:47:49
IMG_1627.JPG,IMG_1627.JPG,2006:09:20 13:47:52,2006:09:20 13:47:52,2006:09:20 13:47:52,2006-09-20 13:47:52
IMG_1628.JPG,IMG_1628.JPG,2006:09:20 13:51:33,2006:09:20 13:51:33,2006:09:20 13:51:33,2006-09-20 13:51:33
IMG_1629.JPG,IMG_1629.JPG,2006:10:01 17:38:32,2006:10:01 17:38:32,2006:10:01 17:38:32,2006-10-01 17:38:32
IMG_1630.JPG,IMG_1630.JPG,2006:10:01 17:40:14,2006:10:01 17:40:14,2006:10:01 17:40:14,2006-10-01 17:40:14
IMG_1631.JPG,IMG_1631.JPG,2006:10:01 17:40:29,2006:10:01 17:40:29,2006:10:01 17:40:29,2006-10-01 17:40:29
IMG_1632.JPG,IMG_1632.JPG,2006:10:01 17:42:11,2006:10:01 17:42:11,2006:10:01 17:42:11,2006-10-01 17:42:11
IMG_1633.JPG,IMG_1633.JPG,2006:10:01 17:51:52,2006:10:01 17:51:52,2006:10:01 17:51:52,2006-10-01 17:51:52
IMG_1634.JPG,IMG_1634.JPG,2006:10:01 17:51:54,2006:10:01 17:51:54,2006:10:01 17:51:54,2006-10-01 17:51:54
IMG_1635.JPG,IMG_1635.JPG,2006:10:01 17:51:57,2006:10:01 17:51:57,2006:10:01 17:51:57,2006-10-01 17:51:57
IMG_1636.JPG,IMG_1636.JPG,2006:10:01 18:06:00,2006:10:01 18:06:00,2006:10:01 18:06:00,2006-10-01 18:06:00
IMG_1637.JPG,IMG_1637.JPG,2006:10:01 18:19:51,2006:10:01 18:19:51,2006:10:01 18:19:51,2006-10-01 18:19:51
IMG_1641.JPG,IMG_1641.JPG,2006:10:07 16:28:09,2006:10:07 16:28:09,2006:10:07 16:28:09,2006-10-07 16:28:09
IMG_1642.JPG,IMG_1642.JPG,2006:10:07 16:29:03,2006:10:07 16:29:03,2006:10:07 16:29:03,2006-10-07 16:29:03
IMG_1643.JPG,IMG_1643.JPG,2006:10:07 16:29:28,2006:10:07 16:29:28,2006:10:07 16:29:28,2006-10-07 16:29:28
IMG_1644.JPG,IMG_1644.JPG,2006:10:07 16:30:12,2006:10:07 16:30:12,2006:10:07 16:30:12,2006-10-07 16:30:12
IMG_1645.JPG,IMG_1645.JPG,2006:10:07 16:30:14,2006:10:07 16:30:14,2006:10:07 16:30:14,2006-10-07 16:30:14
IMG_1646.JPG,IMG_1646.JPG,2006:10:07 16:50:11,2006:10:07 16:50:11,2006:10:07 16:50:11,2006-10-07 16:50:11
IMG_1647.JPG,IMG_1647.JPG,2006:10:07 16:50:21,2006:10:07 16:50:21,2006:10:07 16:50:21,2006-10-07 16:50:21
IMG_1648.JPG,IMG_1648.JPG,2006:10:07 20:09:26,2006:10:07 20:09:26,2006:10:07 20:09:26,2006-10-07 20:09:26
IMG_1649.JPG,IMG_1649.JPG,2006:10:08 16:10:01,2006:10:08 16:10:01,2006:10:08 16:10:01,2006-10-08 16:10:01
IMG_1650.JPG,IMG_1650.JPG,2006:10:08 16:10:11,2006:10:08 16:10:11,2006:10:08 16:10:11,2006-10-08 16:10:11
IMG_1651.JPG,IMG_1651.JPG,2006:10:08 16:10:17,2006:10:08 16:10:17,2006:10:08 16:10:17,2006-10-08 16:10:17
IMG_1652.JPG,IMG_1652.JPG,2006:10:08 16:10:29,2006:10:08 16:10:29,2006:10:08 16:10:29,2006-10-08 16:10:29
IMG_1653.JPG,IMG_1653.JPG,2006:10:08 16:10:38,2006:10:08 16:10:38,2006:10:08 16:10:38,2006-10-08 16:10:38
IMG_1654.JPG,IMG_1654.JPG,2006:10:08 16:10:51,2006:10:08 16:10:51,2006:10:08 16:10:51,2006-10-08 16:10:51
IMG_1655.JPG,IMG_1655.JPG,2006:10:08 16:10:57,2006:10:08 16:10:57,2006:10:08 16:10:57,2006-10-08 16:10:57
IMG_1656.JPG,IMG_1656.JPG,2006:10:08 16:11:34,2006:10:08 16:11:34,2006:10:08 16:11:34,2006-10-08 16:11:34
IMG_1657.JPG,IMG_1657.JPG,2006:10:08 16:11:42,2006:10:08 16:11:42,2006:10:08 16:11:42,2006-10-08 16:11:42
IMG_1658.JPG,IMG_1658.JPG,2006:10:08 16:12:05,2006:10:08 16:12:05,2006:10:08 16:12:05,2006-10-08 16:12:05
IMG_1659.JPG,IMG_1659.JPG,2006:10:08 16:12:09,2006:10:08 16:12:09,2006:10:08 16:12:09,2006-10-08 16:12:09
IMG_1660.JPG,IMG_1660.JPG,2006:10:08 16:12:14,2006:10:08 16:12:14,2006:10:08 16:12:14,2006-10-08 16:12:14
IMG_1661.JPG,IMG_1661.JPG,2006:10:08 16:12:27,2006:10:08 16:12:27,2006:10:08 16:12:27,2006-10-08 16:12:27
IMG_1662.JPG,IMG_1662.JPG,2006:10:08 16:12:49,2006:10:08 16:12:49,2006:10:08 16:12:49,2006-10-08 16:12:49
IMG_1663.JPG,IMG_1663.JPG,2006:10:08 16:12:59,2006:10:08 16:12:59,2006:10:08 16:12:59,2006-10-08 16:12:59
IMG_1664.JPG,IMG_1664.JPG,2006:10:08 16:16:06,2006:10:08 16:16:06,2006:10:08 16:16:06,2006-10-08 16:16:06
IMG_1665.JPG,IMG_1665.JPG,2006:10:08 16:16:10,2006:10:08 16:16:10,2006:10:08 16:16:10,2006-10-08 16:16:10
IMG_1666.JPG,IMG_1666.JPG,2006:10:08 16:16:16,2006:10:08 16:16:16,2006:10:08 16:16:16,2006-10-08 16:16:16
IMG_1667.JPG,IMG_1667.JPG,2006:10:08 16:16:25,2006:10:08 16:16:25,2006:10:08 16:16:25,2006-10-08 16:16:25
IMG_1668.JPG,IMG_1668.JPG,2006:10:08 16:16:27,2006:10:08 16:16:27,2006:10:08 16:16:27,2006-10-08 16:16:27
IMG_1671.JPG,IMG_1671.JPG,2006:10:14 15:38:18,2006:10:14 15:38:18,2006:10:14 15:38:18,2006-10-14 15:38:18
IMG_1672.JPG,IMG_1672.JPG,2006:10:14 15:58:48,2006:10:14 15:58:48,2006:10:14 15:58:48,2006-10-14 15:58:48
IMG_1673.JPG,IMG_1673.JPG,2006:10:14 15:58:57,2006:10:14 15:58:57,2006:10:14 15:58:57,2006-10-14 15:58:57
IMG_1674.JPG,IMG_1674.JPG,2006:10:14 16:14:29,2006:10:14 16:14:29,2006:10:14 16:14:29,2006-10-14 16:14:29
IMG_1675.JPG,IMG_1675.JPG,2006:10:14 16:14:51,2006:10:14 16:14:51,2006:10:14 16:14:51,2006-10-14 16:14:51
IMG_1676.JPG,IMG_1676.JPG,2006:10:14 16:20:12,2006:10:14 16:20:12,2006:10:14 16:20:12,2006-10-14 16:20:12
IMG_1677.JPG,IMG_1677.JPG,2006:10:14 16:23:31,2006:10:14 16:23:31,2006:10:14 16:23:31,2006-10-14 16:23:31
IMG_1678.JPG,IMG_1678.JPG,2006:10:14 16:23:53,2006:10:14 16:23:53,2006:10:14 16:23:53,2006-10-14 16:23:53
IMG_1679.JPG,IMG_1679.JPG,2006:10:14 16:25:46,2006:10:14 16:25:46,2006:10:14 16:25:46,2006-10-14 16:25:46
IMG_1680.JPG,IMG_1680.JPG,2006:10:14 16:25:51,2006:10:14 16:25:51,2006:10:14 16:25:51,2006-10-14 16:25:51
IMG_1681.JPG,IMG_1681.JPG,2006:10:14 16:26:42,2006:10:14 16:26:42,2006:10:14 16:26:42,2006-10-14 16:26:42
IMG_1682.JPG,IMG_1682.JPG,2006:10:14 16:26:50,2006:10:14 16:26:50,2006:10:14 16:26:50,2006-10-14 16:26:50
IMG_1683.JPG,IMG_1683.JPG,2006:10:14 16:27:16,2006:10:14 16:27:16,2006:10:14 16:27:16,2006-10-14 16:27:16
IMG_1684.JPG,IMG_1684.JPG,2006:10:14 16:27:22,2006:10:14 16:27:22,2006:10:14 16:27:22,2006-10-14 16:27:22
IMG_1685.JPG,IMG_1685.JPG,2006:10:14 16:29:17,2006:10:14 16:29:17,2006:10:14 16:29:17,2006-10-14 16:29:17
IMG_1686.JPG,IMG_1686.JPG,2006:10:14 16:29:18,2006:10:14 16:29:18,2006:10:14 16:29:18,2006-10-14 16:29:18
IMG_1687.JPG,IMG_1687.JPG,2006:10:14 16:29:53,2006:10:14 16:29:53,2006:10:14 16:29:53,2006-10-14 16:29:53
IMG_1688.JPG,IMG_1688.JPG,2006:10:15 13:08:29,2006:10:15 13:08:29,2006:10:15 13:08:29,2006-10-15 13:08:29
IMG_1689.JPG,IMG_1689.JPG,2006:10:25 07:44:10,2006:10:25 07:44:10,2006:10:25 07:44:10,2006-10-25 07:44:10
IMG_1690.JPG,IMG_1690.JPG,2006:10:25 13:45:06,2006:10:25 13:45:06,2006:10:25 13:45:06,2006-10-25 13:45:06
IMG_1691.JPG,IMG_1691.JPG,2006:10:25 14:06:41,2006:10:25 14:06:41,2006:10:25 14:06:41,2006-10-25 14:06:41
